,location,gender,rent,lowerage,upperage
9247,Neukoelln,male,550,43,54
9248,Pankow,female,750,20,43
9249,Friedrichshain-Kreuzberg,unknown,600,49,71
9250,Lichtenberg,male,700,24,25
9251,Mitte,male,400,45,69
9252,Spandau,unknown,700,25,32
9253,Friedrichshain-Kreuzberg,male,500,29,44
9254,Mitte,unknown,550,38,44
9255,Steglitz-Zehlendorf,male,650,47,68
9256,Treptow-Koepenick,unknown,600,30,32
9257,Neukoelln,male,650,38,60
9258,Charlottenburg-Wilmersdorf,female,800,43,67
9259,Treptow-Koepenick,unknown,600,24,28
9260,Spandau,male,600,18,31
9261,Charlottenburg-Wilmersdorf,female,550,35,40
9262,Marzahn-Hellersdorf,male,750,35,46
9263,Tempelhof-Schoeneberg,female,450,46,67
9264,Reinickendorf,female,700,19,25
9265,Friedrichshain-Kreuzberg,unknown,550,46,66
9266,Mitte,male,600,36,43
9267,Reinickendorf,female,600,29,46
9268,Pankow,female,600,40,46
9269,Steglitz-Zehlendorf,female,400,18,39
9270,Spandau,male,750,34,48
9271,Lichtenberg,male,700,24,43
9272,Reinickendorf,female,600,48,70
9273,Neukoelln,female,750,26,38
9274,Lichtenberg,female,800,47,65
9275,Steglitz-Zehlendorf,male,400,46,64
9276,Treptow-Koepenick,male,450,44,48
9277,Steglitz-Zehlendorf,unknown,650,27,51
9278,Lichtenberg,unknown,400,32,50
9279,Neukoelln,male,650,25,46
9280,Friedrichshain-Kreuzberg,unknown,400,27,34
9281,Friedrichshain-Kreuzberg,unknown,650,42,45
9282,Marzahn-Hellersdorf,female,500,18,36
9283,Pankow,male,800,25,37
9284,Neukoelln,unknown,400,25,49
9285,Lichtenberg,unknown,800,43,47
9286,Neukoelln,male,800,49,72
9287,Neukoelln,female,550,41,62
9288,Pankow,male,700,31,49
9289,Marzahn-Hellersdorf,female,400,44,50
9290,Spandau,unknown,600,45,65
9291,Mitte,unknown,450,24,47
9292,Steglitz-Zehlendorf,female,400,42,48
9293,Treptow-Koepenick,unknown,750,33,57
9294,Mitte,male,400,26,44
9295,Lichtenberg,unknown,400,43,49
9296,Reinickendorf,female,800,49,71
9297,Marzahn-Hellersdorf,female,750,28,40
9298,Mitte,female,450,28,41
9299,Charlottenburg-Wilmersdorf,unknown,700,21,43
9300,Tempelhof-Schoeneberg,female,750,18,31
9301,Marzahn-Hellersdorf,unknown,450,37,53
9302,Reinickendorf,male,600,41,60
9303,Mitte,female,800,48,52
9304,Treptow-Koepenick,unknown,500,36,38
9305,Charlottenburg-Wilmersdorf,unknown,600,19,39
9306,Lichtenberg,female,750,21,25
9307,Charlottenburg-Wilmersdorf,male,650,29,41
9308,Charlottenburg-Wilmersdorf,male,650,23,37
9309,Spandau,female,750,32,56
9310,Lichtenberg,male,500,18,39
9311,Reinickendorf,female,450,40,53
9312,Lichtenberg,female,500,42,62
9313,Charlottenburg-Wilmersdorf,female,800,30,33
9314,Treptow-Koepenick,unknown,750,19,22
9315,Reinickendorf,unknown,650,35,47
9316,Neukoelln,male,650,35,37
9317,Spandau,male,450,35,36
9318,Tempelhof-Schoeneberg,male,600,47,71
9319,Lichtenberg,male,600,47,54
9320,Treptow-Koepenick,female,500,42,55
9321,Reinickendorf,male,700,38,42
9322,Spandau,unknown,600,43,66
9323,Mitte,unknown,700,20,38
9324,Tempelhof-Schoeneberg,female,750,39,42
9325,Charlottenburg-Wilmersdorf,female,600,42,48
9326,Lichtenberg,unknown,450,29,51
9327,Marzahn-Hellersdorf,unknown,750,43,65
9328,Reinickendorf,female,700,45,65
9329,Friedrichshain-Kreuzberg,female,400,34,42
9330,Pankow,female,650,47,63
9331,Tempelhof-Schoeneberg,male,550,25,32
9332,Lichtenberg,female,400,23,42
9333,Mitte,male,700,33,49
9334,Neukoelln,male,400,29,41
9335,Mitte,unknown,600,49,50
9336,Pankow,female,550,45,62
9337,Reinickendorf,male,450,24,34
9338,Tempelhof-Schoeneberg,unknown,750,37,56
9339,Reinickendorf,male,750,42,59
9340,Treptow-Koepenick,female,550,18,28
9341,Charlottenburg-Wilmersdorf,female,750,37,52
9342,Steglitz-Zehlendorf,unknown,450,32,53
9343,Lichtenberg,male,450,34,58
9344,Steglitz-Zehlendorf,male,500,18,23
9345,Steglitz-Zehlendorf,male,400,23,24
9346,Steglitz-Zehlendorf,male,550,27,45
9347,Lichtenberg,female,400,47,59
9348,Pankow,unknown,400,27,43
9349,Mitte,female,500,28,41
9350,Spandau,female,750,29,40
9351,Marzahn-Hellersdorf,unknown,500,24,40
9352,Pankow,unknown,600,20,25
9353,Tempelhof-Schoeneberg,male,500,38,53
9354,Spandau,female,700,45,48
9355,Reinickendorf,male,400,39,50
9356,Charlottenburg-Wilmersdorf,female,750,40,64
9357,Charlottenburg-Wilmersdorf,female,550,43,66
9358,Reinickendorf,female,400,44,57
9359,Lichtenberg,unknown,600,24,45
9360,Mitte,male,550,31,50
9361,Treptow-Koepenick,unknown,650,48,66
9362,Friedrichshain-Kreuzberg,male,400,47,62
9363,Marzahn-Hellersdorf,male,650,27,40
9364,Tempelhof-Schoeneberg,female,800,34,40
9365,Charlottenburg-Wilmersdorf,male,750,22,37
9366,Neukoelln,female,450,35,43
9367,Charlottenburg-Wilmersdorf,male,500,26,50
9368,Charlottenburg-Wilmersdorf,unknown,400,21,30
9369,Friedrichshain-Kreuzberg,male,550,26,33
9370,Spandau,female,400,49,52
9371,Tempelhof-Schoeneberg,unknown,400,32,56
9372,Tempelhof-Schoeneberg,female,750,45,56
9373,Mitte,unknown,800,45,66
9374,Mitte,male,800,47,51
9375,Pankow,unknown,550,38,56
9376,Mitte,female,550,48,65
9377,Pankow,female,800,43,62
9378,Friedrichshain-Kreuzberg,unknown,550,34,36
9379,Neukoelln,male,550,42,52
9380,Charlottenburg-Wilmersdorf,female,550,39,57
9381,Marzahn-Hellersdorf,male,800,27,40
9382,Reinickendorf,unknown,500,38,61
9383,Charlottenburg-Wilmersdorf,unknown,500,40,52
9384,Reinickendorf,female,650,35,53
9385,Neukoelln,unknown,600,40,61
9386,Reinickendorf,unknown,700,46,61
9387,Steglitz-Zehlendorf,male,750,35,40
9388,Lichtenberg,male,400,23,44
9389,Charlottenburg-Wilmersdorf,female,700,28,31
9390,Charlottenburg-Wilmersdorf,unknown,450,26,30
9391,Treptow-Koepenick,unknown,600,27,45
9392,Mitte,male,400,20,44
9393,Spandau,female,800,30,44
9394,Mitte,unknown,750,30,52
9395,Neukoelln,unknown,400,25,44
9396,Charlottenburg-Wilmersdorf,male,700,34,57
9397,Reinickendorf,male,650,31,38
9398,Lichtenberg,female,550,39,55
9399,Neukoelln,unknown,700,30,45
9400,Lichtenberg,female,800,23,46
9401,Neukoelln,female,500,33,51
9402,Treptow-Koepenick,female,650,37,57
9403,Friedrichshain-Kreuzberg,unknown,750,32,37
9404,Steglitz-Zehlendorf,unknown,650,34,55
9405,Steglitz-Zehlendorf,female,450,19,31
9406,Steglitz-Zehlendorf,male,750,23,27
9407,Charlottenburg-Wilmersdorf,male,450,30,40
9408,Reinickendorf,unknown,700,23,45
9409,Charlottenburg-Wilmersdorf,male,500,43,58
9410,Marzahn-Hellersdorf,unknown,700,38,51
9411,Lichtenberg,female,500,28,36
9412,Neukoelln,female,400,42,47
9413,Charlottenburg-Wilmersdorf,male,700,29,37
9414,Friedrichshain-Kreuzberg,unknown,400,36,38
9415,Tempelhof-Schoeneberg,male,600,33,40
9416,Treptow-Koepenick,unknown,400,20,24
9417,Lichtenberg,unknown,550,30,35
9418,Reinickendorf,male,400,26,34
9419,Neukoelln,male,600,41,59
9420,Friedrichshain-Kreuzberg,male,800,24,37
9421,Tempelhof-Schoeneberg,female,650,19,29
9422,Reinickendorf,female,800,30,49
9423,Pankow,female,700,41,60
9424,Lichtenberg,female,400,48,62
9425,Mitte,male,650,18,35
9426,Pankow,male,600,20,22
9427,Friedrichshain-Kreuzberg,male,800,26,29
9428,Mitte,female,700,36,39
9429,Lichtenberg,unknown,500,19,41
9430,Pankow,female,500,20,33
9431,Treptow-Koepenick,female,550,20,30
9432,Mitte,unknown,750,19,39
9433,Neukoelln,male,400,31,55
9434,Neukoelln,male,550,34,43
9435,Spandau,male,400,34,44
9436,Neukoelln,unknown,400,41,49
9437,Mitte,male,450,29,53
9438,Tempelhof-Schoeneberg,female,550,49,61
9439,Neukoelln,unknown,800,30,32
9440,Reinickendorf,unknown,650,23,27
9441,Lichtenberg,female,750,43,53
9442,Neukoelln,female,400,45,49
9443,Friedrichshain-Kreuzberg,unknown,550,29,43
9444,Friedrichshain-Kreuzberg,unknown,550,35,46
9445,Treptow-Koepenick,unknown,650,43,64
9446,Tempelhof-Schoeneberg,unknown,500,31,44
9447,Marzahn-Hellersdorf,female,550,28,44
9448,Steglitz-Zehlendorf,female,600,29,53
9449,Tempelhof-Schoeneberg,female,800,37,38
9450,Mitte,female,550,26,40
9451,Tempelhof-Schoeneberg,unknown,550,39,62
9452,Spandau,unknown,450,40,41
9453,Pankow,unknown,800,49,61
9454,Spandau,unknown,500,37,58
9455,Reinickendorf,unknown,400,38,62
9456,Friedrichshain-Kreuzberg,unknown,500,47,52
9457,Treptow-Koepenick,female,400,34,47
9458,Neukoelln,male,400,44,57
9459,Lichtenberg,unknown,800,48,61
9460,Marzahn-Hellersdorf,male,500,20,34
9461,Reinickendorf,unknown,500,31,40
9462,Neukoelln,unknown,400,27,28
9463,Tempelhof-Schoeneberg,female,500,42,48
9464,Neukoelln,male,800,30,39
9465,Mitte,male,450,35,36
9466,Pankow,male,750,28,52
9467,Treptow-Koepenick,female,650,19,42
9468,Marzahn-Hellersdorf,male,800,48,71
9469,Neukoelln,female,600,21,25
9470,Neukoelln,male,600,37,40
9471,Marzahn-Hellersdorf,male,450,36,39
9472,Neukoelln,male,800,21,33
9473,Spandau,unknown,800,41,60
9474,Friedrichshain-Kreuzberg,female,650,23,29
9475,Neukoelln,male,400,25,37
9476,Steglitz-Zehlendorf,female,650,29,37
9477,Treptow-Koepenick,female,450,37,38
9478,Treptow-Koepenick,unknown,650,21,40
9479,Charlottenburg-Wilmersdorf,unknown,750,21,40
9480,Reinickendorf,female,450,32,34
9481,Lichtenberg,female,800,36,51
9482,Charlottenburg-Wilmersdorf,male,550,23,40
9483,Steglitz-Zehlendorf,female,600,36,59
9484,Charlottenburg-Wilmersdorf,female,400,18,34
9485,Lichtenberg,male,400,27,39
9486,Friedrichshain-Kreuzberg,male,600,36,56
9487,Steglitz-Zehlendorf,female,400,40,56
9488,Mitte,unknown,500,44,45
9489,Treptow-Koepenick,female,750,35,55
9490,Spandau,unknown,600,20,40
9491,Reinickendorf,unknown,800,21,36
9492,Charlottenburg-Wilmersdorf,unknown,650,24,29
9493,Pankow,male,450,36,59
9494,Neukoelln,unknown,500,21,38
9495,Lichtenberg,male,550,28,49
9496,Charlottenburg-Wilmersdorf,male,700,44,62
9497,Pankow,male,450,19,33
9498,Tempelhof-Schoeneberg,unknown,700,37,57
9499,Reinickendorf,female,450,40,61
9500,Pankow,male,700,34,46
9501,Lichtenberg,female,800,20,27
9502,Neukoelln,unknown,500,32,42
9503,Pankow,female,700,23,40
9504,Neukoelln,unknown,700,31,49
9505,Marzahn-Hellersdorf,male,650,36,58
9506,Pankow,female,600,44,60
9507,Tempelhof-Schoeneberg,male,450,41,43
9508,Tempelhof-Schoeneberg,unknown,650,21,30
9509,Reinickendorf,female,450,18,40
9510,Tempelhof-Schoeneberg,unknown,600,46,55
9511,Pankow,female,600,19,35
9512,Pankow,female,600,49,54
9513,Tempelhof-Schoeneberg,male,650,24,25
9514,Pankow,unknown,800,38,43
9515,Pankow,male,750,19,38
9516,Neukoelln,unknown,550,36,55
9517,Steglitz-Zehlendorf,unknown,550,27,34
9518,Pankow,male,700,40,42
9519,Marzahn-Hellersdorf,unknown,750,39,53
9520,Neukoelln,unknown,600,30,36
9521,Neukoelln,male,700,26,39
9522,Mitte,female,800,49,61
9523,Marzahn-Hellersdorf,female,650,27,33
9524,Lichtenberg,male,500,46,61
9525,Mitte,female,500,36,59
9526,Neukoelln,unknown,750,22,24
9527,Steglitz-Zehlendorf,male,400,19,41
9528,Neukoelln,unknown,800,46,68
9529,Steglitz-Zehlendorf,unknown,550,18,35
9530,Friedrichshain-Kreuzberg,male,700,19,21
9531,Mitte,male,750,23,37
9532,Pankow,female,450,39,53
9533,Pankow,female,400,23,32
9534,Lichtenberg,male,550,34,44
9535,Tempelhof-Schoeneberg,male,800,24,43
9536,Neukoelln,female,650,21,22
9537,Friedrichshain-Kreuzberg,female,550,36,42
9538,Tempelhof-Schoeneberg,male,400,32,42
9539,Spandau,male,600,24,48
9540,Marzahn-Hellersdorf,unknown,800,42,61
9541,Lichtenberg,female,450,24,38
9542,Lichtenberg,unknown,600,25,31
9543,Lichtenberg,female,700,44,47
9544,Friedrichshain-Kreuzberg,male,450,38,61
9545,Marzahn-Hellersdorf,female,700,32,53
9546,Spandau,female,550,27,39
9547,Steglitz-Zehlendorf,unknown,650,22,27
9548,Charlottenburg-Wilmersdorf,unknown,800,33,50
9549,Lichtenberg,unknown,550,31,35
9550,Lichtenberg,male,400,45,64
9551,Treptow-Koepenick,male,500,20,38
9552,Spandau,unknown,400,36,37
9553,Charlottenburg-Wilmersdorf,unknown,800,48,50
9554,Steglitz-Zehlendorf,male,600,18,41
9555,Reinickendorf,male,550,22,36
9556,Spandau,male,800,27,33
9557,Friedrichshain-Kreuzberg,female,750,20,34
9558,Neukoelln,unknown,800,47,52
9559,Mitte,male,500,36,52
9560,Spandau,male,600,18,32
9561,Tempelhof-Schoeneberg,female,450,48,60
9562,Reinickendorf,female,450,28,32
9563,Marzahn-Hellersdorf,unknown,400,49,67
9564,Charlottenburg-Wilmersdorf,male,600,43,65
9565,Spandau,male,700,48,54
9566,Steglitz-Zehlendorf,unknown,750,38,48
9567,Charlottenburg-Wilmersdorf,male,400,43,65
9568,Neukoelln,female,600,40,48
9569,Pankow,female,400,23,29
9570,Marzahn-Hellersdorf,female,600,45,68
9571,Charlottenburg-Wilmersdorf,unknown,400,18,41
9572,Tempelhof-Schoeneberg,female,400,41,63
9573,Pankow,male,600,41,46
9574,Charlottenburg-Wilmersdorf,female,800,40,48
9575,Friedrichshain-Kreuzberg,unknown,750,18,35
9576,Neukoelln,male,400,33,56
9577,Lichtenberg,male,600,24,33
9578,Marzahn-Hellersdorf,female,800,41,44
9579,Treptow-Koepenick,unknown,700,34,52
9580,Treptow-Koepenick,unknown,600,38,62
9581,Neukoelln,unknown,700,23,32
9582,Friedrichshain-Kreuzberg,female,550,47,52
9583,Friedrichshain-Kreuzberg,female,400,20,33
9584,Marzahn-Hellersdorf,unknown,800,43,62
9585,Spandau,unknown,400,19,21
9586,Treptow-Koepenick,male,700,32,44
9587,Tempelhof-Schoeneberg,unknown,400,32,48
9588,Reinickendorf,unknown,500,28,49
9589,Marzahn-Hellersdorf,unknown,800,40,52
9590,Reinickendorf,female,800,33,47
9591,Marzahn-Hellersdorf,unknown,650,26,49
9592,Pankow,female,800,47,50
9593,Mitte,female,750,48,51
9594,Mitte,female,650,38,47
9595,Marzahn-Hellersdorf,male,800,43,51
9596,Mitte,unknown,550,43,45
9597,Mitte,female,550,19,42
9598,Steglitz-Zehlendorf,unknown,550,36,42
9599,Pankow,male,600,32,44
9600,Treptow-Koepenick,male,650,35,49
9601,Friedrichshain-Kreuzberg,unknown,450,38,55
9602,Treptow-Koepenick,unknown,700,49,70
9603,Neukoelln,male,500,26,40
9604,Neukoelln,male,700,31,50
9605,Marzahn-Hellersdorf,unknown,750,48,61
9606,Steglitz-Zehlendorf,unknown,650,24,30
9607,Spandau,unknown,400,39,44
9608,Treptow-Koepenick,female,550,46,51
9609,Spandau,male,450,27,45
9610,Reinickendorf,male,650,35,48
9611,Steglitz-Zehlendorf,unknown,750,35,38
9612,Tempelhof-Schoeneberg,female,450,35,50
9613,Neukoelln,female,450,36,41
9614,Pankow,unknown,700,42,52
9615,Friedrichshain-Kreuzberg,unknown,450,25,35
9616,Mitte,male,500,47,70
9617,Friedrichshain-Kreuzberg,male,800,38,47
9618,Spandau,female,800,49,73
9619,Neukoelln,female,700,47,48
9620,Neukoelln,female,400,41,57
9621,Spandau,male,750,30,52
9622,Friedrichshain-Kreuzberg,female,500,30,51
9623,Steglitz-Zehlendorf,female,800,34,45
9624,Steglitz-Zehlendorf,male,450,27,33
9625,Pankow,unknown,750,42,60
9626,Steglitz-Zehlendorf,male,450,37,45
9627,Marzahn-Hellersdorf,male,800,28,38
9628,Charlottenburg-Wilmersdorf,female,500,43,62
9629,Reinickendorf,female,750,26,29
9630,Pankow,male,500,33,41
9631,Treptow-Koepenick,female,800,29,53
9632,Steglitz-Zehlendorf,unknown,600,41,64
9633,Mitte,unknown,800,44,65
9634,Neukoelln,female,800,37,57
9635,Spandau,unknown,650,34,45
9636,Mitte,male,500,28,43
9637,Lichtenberg,male,600,31,45
9638,Reinickendorf,female,650,39,45
9639,Tempelhof-Schoeneberg,unknown,400,23,37
9640,Charlottenburg-Wilmersdorf,unknown,600,44,57
9641,Treptow-Koepenick,male,450,20,43
9642,Charlottenburg-Wilmersdorf,female,800,38,55
9643,Reinickendorf,female,750,43,63
9644,Reinickendorf,female,800,23,25
9645,Neukoelln,unknown,550,35,50
9646,Lichtenberg,male,800,31,45
9647,Friedrichshain-Kreuzberg,unknown,500,20,22
9648,Charlottenburg-Wilmersdorf,male,550,30,37
9649,Spandau,male,600,29,44
9650,Steglitz-Zehlendorf,unknown,800,47,68
9651,Pankow,male,700,31,47
9652,Mitte,unknown,650,28,40
9653,Mitte,unknown,450,44,68
9654,Treptow-Koepenick,male,450,27,36
9655,Steglitz-Zehlendorf,female,700,32,35
9656,Spandau,unknown,750,27,43
9657,Lichtenberg,female,450,30,45
9658,Lichtenberg,male,800,44,45
9659,Friedrichshain-Kreuzberg,male,550,35,42
9660,Tempelhof-Schoeneberg,male,500,43,49
9661,Mitte,unknown,750,42,49
9662,Spandau,male,450,29,47
9663,Tempelhof-Schoeneberg,unknown,500,34,52
9664,Treptow-Koepenick,male,800,49,67
9665,Spandau,unknown,400,35,49
9666,Reinickendorf,male,750,46,58
9667,Pankow,female,800,38,47
9668,Spandau,unknown,400,27,43
9669,Friedrichshain-Kreuzberg,female,550,25,38
9670,Reinickendorf,female,800,35,42
9671,Steglitz-Zehlendorf,female,750,37,52
9672,Treptow-Koepenick,male,550,48,70
9673,Mitte,female,450,41,56
9674,Friedrichshain-Kreuzberg,unknown,750,23,27
9675,Neukoelln,unknown,550,45,66
9676,Reinickendorf,unknown,600,22,33
9677,Charlottenburg-Wilmersdorf,female,500,48,58
9678,Charlottenburg-Wilmersdorf,unknown,650,25,44
9679,Steglitz-Zehlendorf,unknown,550,28,36
9680,Lichtenberg,female,400,39,46
9681,Steglitz-Zehlendorf,male,500,21,31
9682,Marzahn-Hellersdorf,male,450,42,61
9683,Mitte,unknown,500,27,41
9684,Tempelhof-Schoeneberg,unknown,650,21,26
9685,Pankow,unknown,500,19,41
9686,Spandau,unknown,550,18,30
9687,Mitte,male,800,26,36
9688,Lichtenberg,unknown,500,22,46
9689,Lichtenberg,male,800,39,55
9690,Spandau,female,800,18,20
9691,Steglitz-Zehlendorf,female,450,24,32
9692,Neukoelln,unknown,550,25,48
9693,Reinickendorf,unknown,600,34,38
9694,Friedrichshain-Kreuzberg,female,750,34,43
9695,Reinickendorf,unknown,600,48,50
9696,Marzahn-Hellersdorf,unknown,800,27,34
9697,Spandau,unknown,600,30,45
9698,Reinickendorf,female,450,40,55
9699,Reinickendorf,male,800,35,46
9700,Reinickendorf,male,400,49,57
9701,Reinickendorf,female,500,26,38
9702,Neukoelln,female,500,42,51
9703,Pankow,female,500,48,65
9704,Treptow-Koepenick,unknown,700,46,66
9705,Treptow-Koepenick,female,450,38,45
9706,Pankow,unknown,800,27,36
9707,Tempelhof-Schoeneberg,unknown,650,40,47
9708,Lichtenberg,unknown,750,46,60
9709,Tempelhof-Schoeneberg,male,450,40,60
9710,Neukoelln,male,700,38,55
9711,Steglitz-Zehlendorf,male,700,24,45
9712,Spandau,unknown,700,27,48
9713,Lichtenberg,female,750,46,70
9714,Marzahn-Hellersdorf,male,700,44,63
9715,Neukoelln,unknown,550,46,67
9716,Lichtenberg,female,800,48,64
9717,Friedrichshain-Kreuzberg,female,800,39,61
9718,Steglitz-Zehlendorf,female,550,26,42
9719,Lichtenberg,female,750,24,29
9720,Charlottenburg-Wilmersdorf,female,700,32,42
9721,Treptow-Koepenick,male,650,22,46
9722,Treptow-Koepenick,female,400,40,63
9723,Steglitz-Zehlendorf,male,500,18,22
9724,Steglitz-Zehlendorf,male,750,20,24
9725,Treptow-Koepenick,male,650,41,60
9726,Mitte,female,650,41,56
9727,Reinickendorf,male,600,38,54
9728,Treptow-Koepenick,male,550,29,34
9729,Tempelhof-Schoeneberg,male,450,43,61
9730,Charlottenburg-Wilmersdorf,unknown,400,32,50
9731,Pankow,unknown,800,47,61
9732,Marzahn-Hellersdorf,male,600,45,59
9733,Friedrichshain-Kreuzberg,male,600,45,46
9734,Marzahn-Hellersdorf,male,400,45,66
9735,Treptow-Koepenick,unknown,800,19,37
9736,Neukoelln,male,650,25,35
9737,Steglitz-Zehlendorf,unknown,500,29,41
9738,Spandau,male,500,37,53
9739,Neukoelln,male,700,42,47
9740,Spandau,unknown,800,43,66
9741,Spandau,unknown,600,19,30
9742,Charlottenburg-Wilmersdorf,male,700,46,65
9743,Lichtenberg,male,450,40,61
9744,Pankow,female,750,42,57
9745,Steglitz-Zehlendorf,unknown,750,22,44
9746,Spandau,unknown,500,36,57
9747,Spandau,female,450,29,36
9748,Pankow,unknown,400,46,57
9749,Tempelhof-Schoeneberg,male,550,26,40
9750,Tempelhof-Schoeneberg,male,800,18,40
9751,Spandau,unknown,700,46,64
9752,Friedrichshain-Kreuzberg,male,550,21,42
9753,Friedrichshain-Kreuzberg,female,500,45,52
9754,Pankow,male,800,38,54
9755,Treptow-Koepenick,male,650,28,51
9756,Mitte,male,750,41,46
9757,Friedrichshain-Kreuzberg,female,750,36,56
9758,Spandau,unknown,800,45,59
9759,Mitte,unknown,550,42,63
9760,Steglitz-Zehlendorf,female,550,36,43
9761,Reinickendorf,female,400,30,49
9762,Marzahn-Hellersdorf,male,650,36,39
9763,Neukoelln,male,400,30,34
9764,Marzahn-Hellersdorf,male,650,44,51
9765,Marzahn-Hellersdorf,female,650,31,34
9766,Treptow-Koepenick,female,600,19,33
9767,Friedrichshain-Kreuzberg,unknown,800,47,67
9768,Tempelhof-Schoeneberg,male,650,25,39
9769,Charlottenburg-Wilmersdorf,female,450,48,71
9770,Pankow,male,500,48,61
9771,Charlottenburg-Wilmersdorf,male,600,34,48
9772,Reinickendorf,female,450,33,53
9773,Mitte,unknown,700,26,46
9774,Mitte,female,500,28,52
9775,Treptow-Koepenick,unknown,700,41,53
9776,Neukoelln,female,650,48,56
9777,Tempelhof-Schoeneberg,female,650,24,39
9778,Friedrichshain-Kreuzberg,unknown,700,42,61
9779,Charlottenburg-Wilmersdorf,unknown,400,27,30
9780,Lichtenberg,unknown,800,45,47
9781,Spandau,unknown,500,43,53
9782,Marzahn-Hellersdorf,unknown,750,35,43
9783,Mitte,unknown,600,18,19
9784,Marzahn-Hellersdorf,female,400,34,36
9785,Mitte,female,550,32,50
9786,Treptow-Koepenick,female,500,18,32
9787,Lichtenberg,male,700,29,38
9788,Lichtenberg,female,450,21,31
9789,Lichtenberg,male,450,48,51
9790,Marzahn-Hellersdorf,unknown,800,36,59
9791,Marzahn-Hellersdorf,unknown,700,20,28
9792,Friedrichshain-Kreuzberg,male,700,22,45
9793,Marzahn-Hellersdorf,male,500,39,48
9794,Charlottenburg-Wilmersdorf,female,750,27,47
9795,Marzahn-Hellersdorf,female,400,19,31
9796,Lichtenberg,female,650,19,28
9797,Neukoelln,unknown,600,40,64
9798,Steglitz-Zehlendorf,female,600,39,53
9799,Steglitz-Zehlendorf,unknown,800,21,24
9800,Steglitz-Zehlendorf,male,550,20,24
9801,Pankow,male,450,31,33
9802,Pankow,female,600,37,61
9803,Marzahn-Hellersdorf,female,650,28,49
9804,Spandau,female,450,36,43
9805,Steglitz-Zehlendorf,female,750,49,57
9806,Steglitz-Zehlendorf,female,600,48,65
9807,Lichtenberg,male,800,43,51
9808,Friedrichshain-Kreuzberg,unknown,600,43,57
9809,Neukoelln,male,600,20,22
9810,Mitte,male,450,30,51
9811,Neukoelln,female,550,24,46
9812,Lichtenberg,unknown,700,24,39
9813,Steglitz-Zehlendorf,female,800,44,54
9814,Marzahn-Hellersdorf,unknown,550,37,49
9815,Charlottenburg-Wilmersdorf,male,600,22,26
9816,Charlottenburg-Wilmersdorf,unknown,600,36,38
9817,Reinickendorf,male,500,44,63
9818,Charlottenburg-Wilmersdorf,unknown,800,24,48
9819,Treptow-Koepenick,unknown,750,19,24
9820,Steglitz-Zehlendorf,male,450,23,25
9821,Spandau,unknown,550,34,54
9822,Tempelhof-Schoeneberg,female,400,38,59
9823,Spandau,male,500,34,47
